"index","Type","subcategory"
3952,"EMS","UNRESPONSIVE SUBJECT"
3953,"Traffic","VEHICLE ACCIDENT -"
3954,"Fire","APPLIANCE FIRE"
3955,"Traffic","VEHICLE ACCIDENT -"
3956,"Traffic","VEHICLE ACCIDENT -"
3957,"Traffic","VEHICLE ACCIDENT -"
3958,"Traffic","VEHICLE ACCIDENT -"
3959,"Traffic","VEHICLE ACCIDENT -"
3960,"EMS","NAUSEA/VOMITING"
3961,"Traffic","VEHICLE ACCIDENT -"
3962,"Fire","VEHICLE ACCIDENT"
3963,"EMS","ABDOMINAL PAINS"
3964,"EMS","FALL VICTIM"
3965,"EMS","SYNCOPAL EPISODE"
3966,"Traffic","VEHICLE ACCIDENT -"
3967,"Traffic","VEHICLE ACCIDENT -"
3968,"EMS","VEHICLE ACCIDENT"
3969,"Traffic","VEHICLE ACCIDENT -"
3970,"Traffic","VEHICLE ACCIDENT -"
3971,"EMS","DIABETIC EMERGENCY"
3972,"EMS","UNRESPONSIVE SUBJECT"
3973,"EMS","VEHICLE ACCIDENT"
3974,"Traffic","VEHICLE ACCIDENT -"
3975,"Traffic","VEHICLE ACCIDENT -"
3976,"Fire","FIRE ALARM"
3977,"EMS","GENERAL WEAKNESS"
3978,"Traffic","VEHICLE ACCIDENT -"
3979,"Traffic","ROAD OBSTRUCTION -"
3980,"EMS","UNRESPONSIVE SUBJECT"
3981,"Fire","FIRE ALARM"
3982,"Fire","FIRE ALARM"
3983,"Fire","FIRE ALARM"
3984,"EMS","HEMORRHAGING"
3985,"Traffic","VEHICLE ACCIDENT -"
3986,"Fire","CARBON MONOXIDE DETECTOR"
3987,"Traffic","VEHICLE ACCIDENT -"
3988,"EMS","UNKNOWN MEDICAL EMERGENCY"
3989,"EMS","VEHICLE ACCIDENT"
3990,"EMS","ALTERED MENTAL STATUS"
3991,"EMS","VEHICLE ACCIDENT"
3992,"Traffic","VEHICLE ACCIDENT -"
3993,"Fire","FIRE ALARM"
3994,"EMS","ALLERGIC REACTION"
3995,"Fire","CARBON MONOXIDE DETECTOR"
3996,"Traffic","DISABLED VEHICLE -"
3997,"Fire","GAS-ODOR/LEAK"
3998,"Traffic","VEHICLE ACCIDENT -"
3999,"EMS","FRACTURE"
4000,"Fire","FIRE ALARM"
4001,"Traffic","VEHICLE ACCIDENT -"
4002,"EMS","ABDOMINAL PAINS"
4003,"EMS","FALL VICTIM"
4004,"EMS","NAUSEA/VOMITING"
4005,"EMS","HEAD INJURY"
4006,"EMS","HEAD INJURY"
4007,"EMS","RESPIRATORY EMERGENCY"
4008,"Traffic","VEHICLE ACCIDENT -"
4009,"EMS","VEHICLE ACCIDENT"
4010,"Fire","VEHICLE ACCIDENT"
4011,"EMS","ABDOMINAL PAINS"
4012,"Traffic","VEHICLE ACCIDENT -"
4013,"Traffic","VEHICLE ACCIDENT -"
4014,"EMS","OVERDOSE"
4015,"EMS","UNKNOWN MEDICAL EMERGENCY"
4016,"Traffic","VEHICLE ACCIDENT -"
4017,"Traffic","VEHICLE ACCIDENT -"
4018,"EMS","GENERAL WEAKNESS"
4019,"Fire","GAS-ODOR/LEAK"
4020,"Traffic","VEHICLE ACCIDENT -"
4021,"EMS","DIABETIC EMERGENCY"
4022,"EMS","VEHICLE ACCIDENT"
4023,"Traffic","VEHICLE ACCIDENT -"
4024,"EMS","BACK PAINS/INJURY"
4025,"EMS","UNKNOWN MEDICAL EMERGENCY"
4026,"Traffic","VEHICLE ACCIDENT -"
4027,"EMS","CARDIAC EMERGENCY"
4028,"EMS","FEVER"
4029,"EMS","ALTERED MENTAL STATUS"
4030,"EMS","FALL VICTIM"
4031,"EMS","GENERAL WEAKNESS"
4032,"Traffic","DISABLED VEHICLE -"
4033,"Traffic","DISABLED VEHICLE -"
4034,"EMS","NAUSEA/VOMITING"
4035,"EMS","RESPIRATORY EMERGENCY"
4036,"EMS","HEAD INJURY"
4037,"EMS","HEMORRHAGING"
4038,"Fire","VEHICLE ACCIDENT"
4039,"Traffic","VEHICLE ACCIDENT -"
4040,"Fire","FIRE INVESTIGATION"
4041,"EMS","ABDOMINAL PAINS"
4042,"Fire","GAS-ODOR/LEAK"
4043,"EMS","CARDIAC EMERGENCY"
4044,"EMS","RESPIRATORY EMERGENCY"
4045,"EMS","UNCONSCIOUS SUBJECT"
4046,"EMS","UNKNOWN MEDICAL EMERGENCY"
4047,"EMS","FEVER"
4048,"Fire","ELECTRICAL FIRE OUTSIDE"
4049,"Fire","FIRE ALARM"
4050,"EMS","OVERDOSE"
4051,"EMS","CARDIAC EMERGENCY"
4052,"EMS","RESPIRATORY EMERGENCY"
4053,"EMS","CARDIAC EMERGENCY"
4054,"Traffic","VEHICLE ACCIDENT -"
4055,"EMS","EMS SPECIAL SERVICE"
4056,"EMS","OVERDOSE"
4057,"Fire","FIRE ALARM"
4058,"EMS","UNRESPONSIVE SUBJECT"
4059,"Fire","FIRE SPECIAL SERVICE"
4060,"EMS","CARDIAC EMERGENCY"
4061,"EMS","GENERAL WEAKNESS"
4062,"EMS","HEAD INJURY"
4063,"EMS","SUBJECT IN PAIN"
4064,"EMS","RESPIRATORY EMERGENCY"
4065,"EMS","BACK PAINS/INJURY"
4066,"EMS","FALL VICTIM"
4067,"Fire","FIRE ALARM"
4068,"EMS","CARDIAC EMERGENCY"
4069,"EMS","DIZZINESS"
4070,"EMS","UNRESPONSIVE SUBJECT"
4071,"Fire","FIRE ALARM"
4072,"EMS","RESPIRATORY EMERGENCY"
4073,"Traffic","VEHICLE ACCIDENT -"
4074,"Traffic","VEHICLE ACCIDENT -"
4075,"EMS","CARDIAC EMERGENCY"
4076,"Traffic","VEHICLE ACCIDENT -"
4077,"Traffic","VEHICLE ACCIDENT -"
4078,"EMS","FALL VICTIM"
4079,"Traffic","VEHICLE ACCIDENT -"
4080,"EMS","DIZZINESS"
4081,"EMS","OVERDOSE"
4082,"Fire","FIRE INVESTIGATION"
4083,"Traffic","DISABLED VEHICLE -"
4084,"EMS","UNKNOWN MEDICAL EMERGENCY"
4085,"Traffic","VEHICLE ACCIDENT -"
4086,"Traffic","VEHICLE ACCIDENT -"
4087,"Traffic","VEHICLE ACCIDENT -"
4088,"EMS","RESPIRATORY EMERGENCY"
4089,"Traffic","VEHICLE ACCIDENT -"
4090,"Traffic","VEHICLE ACCIDENT -"
4091,"Traffic","VEHICLE ACCIDENT -"
4092,"EMS","CARDIAC EMERGENCY"
4093,"Traffic","VEHICLE ACCIDENT -"
4094,"EMS","RESPIRATORY EMERGENCY"
4095,"Traffic","VEHICLE ACCIDENT -"
4096,"EMS","ABDOMINAL PAINS"
4097,"EMS","CARDIAC EMERGENCY"
4098,"Fire","FIRE ALARM"
4099,"Fire","FIRE ALARM"
4100,"Traffic","VEHICLE ACCIDENT -"
4101,"Fire","FIRE ALARM"
4102,"EMS","FALL VICTIM"
4103,"Fire","FIRE ALARM"
4104,"EMS","FALL VICTIM"
4105,"EMS","UNRESPONSIVE SUBJECT"
4106,"EMS","VEHICLE ACCIDENT"
4107,"Fire","VEHICLE ACCIDENT"
4108,"Traffic","VEHICLE ACCIDENT -"
4109,"Traffic","VEHICLE ACCIDENT -"
4110,"Traffic","VEHICLE ACCIDENT -"
4111,"Traffic","DISABLED VEHICLE -"
4112,"Traffic","VEHICLE ACCIDENT -"
4113,"Traffic","DISABLED VEHICLE -"
4114,"EMS","RESPIRATORY EMERGENCY"
4115,"EMS","VEHICLE ACCIDENT"
4116,"Fire","VEHICLE ACCIDENT"
4117,"Traffic","VEHICLE ACCIDENT -"
4118,"Traffic","VEHICLE ACCIDENT -"
4119,"Traffic","VEHICLE ACCIDENT -"
4120,"EMS","FALL VICTIM"
4121,"EMS","VEHICLE ACCIDENT"
4122,"Traffic","VEHICLE ACCIDENT -"
4123,"Traffic","VEHICLE ACCIDENT -"
4124,"Traffic","ROAD OBSTRUCTION -"
4125,"EMS","CARDIAC EMERGENCY"
4126,"EMS","VEHICLE ACCIDENT"
4127,"EMS","VEHICLE ACCIDENT"
4128,"EMS","VEHICLE ACCIDENT"
4129,"Fire","VEHICLE ACCIDENT"
4130,"Traffic","VEHICLE ACCIDENT -"
4131,"Traffic","VEHICLE ACCIDENT -"
4132,"Traffic","VEHICLE ACCIDENT -"
4133,"EMS","ALTERED MENTAL STATUS"
4134,"EMS","CVA/STROKE"
4135,"EMS","GENERAL WEAKNESS"
4136,"EMS","SYNCOPAL EPISODE"
4137,"EMS","MEDICAL ALERT ALARM"
4138,"Traffic","VEHICLE ACCIDENT -"
4139,"EMS","ABDOMINAL PAINS"
4140,"EMS","VEHICLE ACCIDENT"
4141,"Traffic","VEHICLE ACCIDENT -"
4142,"EMS","CARDIAC EMERGENCY"
4143,"EMS","SUBJECT IN PAIN"
4144,"Traffic","VEHICLE ACCIDENT -"
4145,"Traffic","VEHICLE ACCIDENT -"
4146,"Fire","FIRE ALARM"
4147,"Traffic","VEHICLE ACCIDENT -"
4148,"Traffic","VEHICLE ACCIDENT -"
4149,"EMS","CVA/STROKE"
4150,"EMS","FALL VICTIM"
4151,"EMS","CARDIAC EMERGENCY"
4152,"Traffic","VEHICLE ACCIDENT -"
4153,"Traffic","VEHICLE ACCIDENT -"
4154,"EMS","GENERAL WEAKNESS"
4155,"Traffic","VEHICLE ACCIDENT -"
4156,"Traffic","VEHICLE ACCIDENT -"
4157,"EMS","UNRESPONSIVE SUBJECT"
4158,"EMS","HEMORRHAGING"
4159,"EMS","CARDIAC EMERGENCY"
4160,"EMS","SUBJECT IN PAIN"
4161,"Traffic","VEHICLE ACCIDENT -"
4162,"EMS","UNKNOWN MEDICAL EMERGENCY"
4163,"Traffic","DISABLED VEHICLE -"
4164,"EMS","FALL VICTIM"
4165,"Fire","ELECTRICAL FIRE OUTSIDE"
4166,"EMS","NAUSEA/VOMITING"
4167,"Fire","FIRE ALARM"
4168,"Fire","FIRE INVESTIGATION"
4169,"EMS","SEIZURES"
4170,"Traffic","VEHICLE ACCIDENT -"
4171,"Traffic","DISABLED VEHICLE -"
4172,"Traffic","VEHICLE ACCIDENT -"
4173,"EMS","SUBJECT IN PAIN"
4174,"EMS","HEAD INJURY"
4175,"EMS","FRACTURE"
4176,"Fire","FIRE ALARM"
4177,"Traffic","VEHICLE ACCIDENT -"
4178,"EMS","SUBJECT IN PAIN"
4179,"Traffic","VEHICLE ACCIDENT -"
4180,"Fire","BUILDING FIRE"
4181,"EMS","ABDOMINAL PAINS"
4182,"EMS","CVA/STROKE"
4183,"Fire","GAS-ODOR/LEAK"
4184,"Traffic","VEHICLE ACCIDENT -"
4185,"Traffic","VEHICLE ACCIDENT -"
4186,"EMS","GENERAL WEAKNESS"
4187,"Traffic","VEHICLE ACCIDENT -"
4188,"EMS","FRACTURE"
4189,"EMS","UNKNOWN MEDICAL EMERGENCY"
4190,"Traffic","VEHICLE ACCIDENT -"
4191,"Fire","VEHICLE ACCIDENT"
4192,"Traffic","VEHICLE ACCIDENT -"
4193,"EMS","SYNCOPAL EPISODE"
4194,"EMS","CARDIAC EMERGENCY"
4195,"EMS","RESPIRATORY EMERGENCY"
4196,"Traffic","VEHICLE ACCIDENT -"
4197,"Fire","FIRE ALARM"
4198,"EMS","FALL VICTIM"
4199,"Traffic","VEHICLE ACCIDENT -"
4200,"Fire","VEHICLE ACCIDENT"
4201,"EMS","SUBJECT IN PAIN"
4202,"EMS","RESPIRATORY EMERGENCY"
4203,"Traffic","VEHICLE ACCIDENT -"
4204,"Traffic","VEHICLE ACCIDENT -"
4205,"Traffic","DISABLED VEHICLE -"
4206,"EMS","SEIZURES"
4207,"EMS","ABDOMINAL PAINS"
4208,"EMS","VEHICLE ACCIDENT"
4209,"EMS","NAUSEA/VOMITING"
4210,"Traffic","VEHICLE ACCIDENT -"
4211,"Traffic","VEHICLE ACCIDENT -"
4212,"EMS","RESPIRATORY EMERGENCY"
4213,"EMS","VEHICLE ACCIDENT"
4214,"Traffic","DISABLED VEHICLE -"
4215,"Traffic","VEHICLE ACCIDENT -"
4216,"Traffic","VEHICLE ACCIDENT -"
4217,"Traffic","VEHICLE ACCIDENT -"
4218,"Fire","FIRE ALARM"
4219,"Traffic","DISABLED VEHICLE -"
4220,"Traffic","ROAD OBSTRUCTION -"
4221,"EMS","VEHICLE ACCIDENT"
4222,"Traffic","VEHICLE ACCIDENT -"
4223,"Fire","WOODS/FIELD FIRE"
4224,"EMS","SHOOTING"
4225,"EMS","UNRESPONSIVE SUBJECT"
4226,"EMS","CARDIAC EMERGENCY"
4227,"EMS","MEDICAL ALERT ALARM"
4228,"EMS","RESPIRATORY EMERGENCY"
4229,"EMS","SUBJECT IN PAIN"
4230,"Traffic","VEHICLE ACCIDENT -"
4231,"Traffic","VEHICLE ACCIDENT -"
4232,"Traffic","VEHICLE ACCIDENT -"
4233,"Traffic","VEHICLE ACCIDENT -"
4234,"EMS","FALL VICTIM"
4235,"EMS","HEAD INJURY"
4236,"EMS","RESPIRATORY EMERGENCY"
4237,"Traffic","VEHICLE ACCIDENT -"
4238,"Fire","FIRE ALARM"
4239,"Traffic","VEHICLE ACCIDENT -"
4240,"Traffic","VEHICLE ACCIDENT -"
4241,"Traffic","VEHICLE ACCIDENT -"
4242,"Traffic","VEHICLE ACCIDENT -"
4243,"Traffic","DISABLED VEHICLE -"
4244,"Traffic","VEHICLE ACCIDENT -"
4245,"Traffic","VEHICLE ACCIDENT -"
4246,"Fire","FIRE ALARM"
4247,"EMS","FALL VICTIM"
4248,"Traffic","VEHICLE ACCIDENT -"
4249,"Fire","UNKNOWN TYPE FIRE"
4250,"Traffic","DISABLED VEHICLE -"
4251,"Traffic","VEHICLE ACCIDENT -"
4252,"EMS","DIABETIC EMERGENCY"
4253,"Traffic","VEHICLE ACCIDENT -"
4254,"Traffic","VEHICLE ACCIDENT -"
4255,"EMS","FALL VICTIM"
4256,"Fire","FIRE ALARM"
4257,"Traffic","VEHICLE ACCIDENT -"
4258,"EMS","FALL VICTIM"
4259,"Traffic","DISABLED VEHICLE -"
4260,"Traffic","VEHICLE ACCIDENT -"
4261,"Traffic","VEHICLE ACCIDENT -"
4262,"Traffic","VEHICLE ACCIDENT -"
4263,"Traffic","DISABLED VEHICLE -"
4264,"Traffic","DISABLED VEHICLE -"
4265,"Traffic","VEHICLE ACCIDENT -"
4266,"Traffic","VEHICLE ACCIDENT -"
4267,"Traffic","VEHICLE ACCIDENT -"
4268,"Traffic","ROAD OBSTRUCTION -"
4269,"Traffic","DISABLED VEHICLE -"
4270,"Fire","FIRE ALARM"
4271,"EMS","CARDIAC EMERGENCY"
4272,"Traffic","VEHICLE ACCIDENT -"
4273,"Fire","GAS-ODOR/LEAK"
4274,"Fire","VEHICLE ACCIDENT"
4275,"Traffic","VEHICLE ACCIDENT -"
4276,"Traffic","VEHICLE ACCIDENT -"
4277,"Traffic","VEHICLE ACCIDENT -"
4278,"Traffic","VEHICLE ACCIDENT -"
4279,"EMS","VEHICLE ACCIDENT"
4280,"Fire","VEHICLE ACCIDENT"
4281,"EMS","VEHICLE ACCIDENT"
4282,"Traffic","VEHICLE ACCIDENT -"
4283,"EMS","FALL VICTIM"
4284,"Traffic","VEHICLE ACCIDENT -"
4285,"EMS","UNKNOWN MEDICAL EMERGENCY"
4286,"Traffic","VEHICLE ACCIDENT -"
4287,"Traffic","VEHICLE ACCIDENT -"
4288,"EMS","VEHICLE ACCIDENT"
4289,"Traffic","VEHICLE ACCIDENT -"
4290,"Traffic","VEHICLE ACCIDENT -"
4291,"Traffic","VEHICLE ACCIDENT -"
4292,"Traffic","VEHICLE ACCIDENT -"
4293,"EMS","RESPIRATORY EMERGENCY"
4294,"Traffic","VEHICLE ACCIDENT -"
4295,"Traffic","HAZARDOUS ROAD CONDITIONS -"
4296,"Fire","FIRE ALARM"
4297,"EMS","HEAD INJURY"
4298,"Traffic","VEHICLE ACCIDENT -"
4299,"Traffic","HAZARDOUS ROAD CONDITIONS -"
4300,"Traffic","VEHICLE ACCIDENT -"
4301,"Traffic","VEHICLE ACCIDENT -"
4302,"Traffic","VEHICLE ACCIDENT -"
4303,"Traffic","VEHICLE ACCIDENT -"
4304,"Traffic","VEHICLE ACCIDENT -"
4305,"EMS","ASSAULT VICTIM"
4306,"Traffic","VEHICLE ACCIDENT -"
4307,"Traffic","VEHICLE ACCIDENT -"
4308,"Traffic","DISABLED VEHICLE -"
4309,"Traffic","VEHICLE ACCIDENT -"
4310,"EMS","FALL VICTIM"
4311,"EMS","VEHICLE ACCIDENT"
4312,"Traffic","VEHICLE ACCIDENT -"
4313,"Traffic","VEHICLE ACCIDENT -"
4314,"Traffic","VEHICLE ACCIDENT -"
4315,"Traffic","VEHICLE ACCIDENT -"
4316,"Traffic","VEHICLE ACCIDENT -"
4317,"EMS","ABDOMINAL PAINS"
4318,"EMS","HEAD INJURY"
4319,"Traffic","DISABLED VEHICLE -"
4320,"Traffic","VEHICLE ACCIDENT -"
4321,"Traffic","VEHICLE ACCIDENT -"
4322,"Traffic","DISABLED VEHICLE -"
4323,"Traffic","DISABLED VEHICLE -"
4324,"Traffic","VEHICLE ACCIDENT -"
4325,"Traffic","VEHICLE ACCIDENT -"
4326,"Traffic","VEHICLE ACCIDENT -"
4327,"Traffic","VEHICLE ACCIDENT -"
4328,"Traffic","VEHICLE ACCIDENT -"
4329,"EMS","FEVER"
4330,"EMS","RESPIRATORY EMERGENCY"
4331,"Traffic","VEHICLE ACCIDENT -"
4332,"Traffic","VEHICLE ACCIDENT -"
4333,"Traffic","VEHICLE ACCIDENT -"
4334,"EMS","SYNCOPAL EPISODE"
4335,"Traffic","VEHICLE ACCIDENT -"
4336,"Traffic","VEHICLE ACCIDENT -"
4337,"EMS","UNCONSCIOUS SUBJECT"
4338,"Traffic","DISABLED VEHICLE -"
4339,"EMS","FALL VICTIM"
4340,"Traffic","VEHICLE ACCIDENT -"
4341,"Traffic","VEHICLE ACCIDENT -"
4342,"Traffic","VEHICLE ACCIDENT -"
4343,"Traffic","VEHICLE ACCIDENT -"
4344,"EMS","VEHICLE ACCIDENT"
4345,"Traffic","DISABLED VEHICLE -"
4346,"Traffic","VEHICLE ACCIDENT -"
4347,"EMS","VEHICLE ACCIDENT"
4348,"Traffic","DISABLED VEHICLE -"
4349,"Traffic","VEHICLE ACCIDENT -"
4350,"Traffic","VEHICLE ACCIDENT -"
4351,"Traffic","VEHICLE ACCIDENT -"
4352,"EMS","HEAD INJURY"
4353,"Fire","GAS-ODOR/LEAK"
4354,"Traffic","VEHICLE ACCIDENT -"
4355,"Traffic","VEHICLE ACCIDENT -"
4356,"Traffic","VEHICLE ACCIDENT -"
4357,"Fire","FIRE POLICE NEEDED"
4358,"Traffic","DISABLED VEHICLE -"
4359,"EMS","CARDIAC EMERGENCY"
4360,"EMS","SUBJECT IN PAIN"
4361,"EMS","VEHICLE ACCIDENT"
4362,"Traffic","VEHICLE ACCIDENT -"
4363,"Traffic","VEHICLE ACCIDENT -"
4364,"Traffic","VEHICLE ACCIDENT -"
4365,"Traffic","VEHICLE ACCIDENT -"
4366,"Traffic","VEHICLE ACCIDENT -"
4367,"EMS","RESPIRATORY EMERGENCY"
4368,"Fire","GAS-ODOR/LEAK"
4369,"Traffic","VEHICLE ACCIDENT -"
4370,"Traffic","VEHICLE ACCIDENT -"
4371,"EMS","ASSAULT VICTIM"
4372,"Traffic","VEHICLE ACCIDENT -"
4373,"Fire","FIRE INVESTIGATION"
4374,"Traffic","VEHICLE ACCIDENT -"
4375,"EMS","SEIZURES"
4376,"EMS","FALL VICTIM"
4377,"Fire","FIRE SPECIAL SERVICE"
4378,"Fire","VEHICLE ACCIDENT"
4379,"Traffic","VEHICLE ACCIDENT -"
4380,"Traffic","VEHICLE ACCIDENT -"
4381,"EMS","VEHICLE ACCIDENT"
4382,"EMS","RESPIRATORY EMERGENCY"
4383,"Traffic","VEHICLE ACCIDENT -"
4384,"EMS","MEDICAL ALERT ALARM"
4385,"EMS","VEHICLE ACCIDENT"
4386,"Fire","VEHICLE ACCIDENT"
4387,"Traffic","VEHICLE ACCIDENT -"
4388,"Traffic","VEHICLE ACCIDENT -"
4389,"Traffic","VEHICLE ACCIDENT -"
4390,"Traffic","VEHICLE ACCIDENT -"
4391,"Fire","FIRE ALARM"
4392,"Fire","UNKNOWN TYPE FIRE"
4393,"Traffic","DISABLED VEHICLE -"
4394,"Traffic","VEHICLE ACCIDENT -"
4395,"Traffic","VEHICLE ACCIDENT -"
4396,"Traffic","VEHICLE ACCIDENT -"
4397,"EMS","UNCONSCIOUS SUBJECT"
4398,"Fire","RESCUE - ELEVATOR"
4399,"Traffic","VEHICLE ACCIDENT -"
4400,"EMS","HEAD INJURY"
4401,"Traffic","VEHICLE ACCIDENT -"
4402,"EMS","FALL VICTIM"
4403,"Fire","FIRE ALARM"
4404,"Traffic","VEHICLE ACCIDENT -"
4405,"Traffic","VEHICLE ACCIDENT -"
4406,"Traffic","HAZARDOUS ROAD CONDITIONS -"
4407,"Traffic","VEHICLE ACCIDENT -"
4408,"Traffic","ROAD OBSTRUCTION -"
4409,"Traffic","VEHICLE ACCIDENT -"
4410,"EMS","STABBING"
4411,"Fire","FIRE SPECIAL SERVICE"
4412,"Fire","GAS-ODOR/LEAK"
4413,"EMS","EMS SPECIAL SERVICE"
4414,"Traffic","VEHICLE ACCIDENT -"
4415,"Traffic","HAZARDOUS ROAD CONDITIONS -"
4416,"Traffic","VEHICLE ACCIDENT -"
4417,"Traffic","ROAD OBSTRUCTION -"
4418,"Traffic","VEHICLE ACCIDENT -"
4419,"EMS","GENERAL WEAKNESS"
4420,"Fire","FIRE ALARM"
4421,"Fire","FIRE ALARM"
4422,"EMS","ASSAULT VICTIM"
4423,"Traffic","VEHICLE ACCIDENT -"
4424,"Traffic","VEHICLE ACCIDENT -"
4425,"EMS","POISONING"
4426,"EMS","SYNCOPAL EPISODE"
4427,"EMS","VEHICLE ACCIDENT"
4428,"Fire","VEHICLE ACCIDENT"
4429,"Traffic","VEHICLE ACCIDENT -"
4430,"EMS","RESPIRATORY EMERGENCY"
4431,"Fire","FIRE ALARM"
4432,"Traffic","ROAD OBSTRUCTION -"
4433,"Traffic","VEHICLE ACCIDENT -"
4434,"EMS","UNKNOWN MEDICAL EMERGENCY"
4435,"EMS","FALL VICTIM"
4436,"EMS","VEHICLE ACCIDENT"
4437,"EMS","GENERAL WEAKNESS"
4438,"Traffic","VEHICLE ACCIDENT -"
4439,"Fire","FIRE ALARM"
4440,"Traffic","ROAD OBSTRUCTION -"
4441,"Traffic","DISABLED VEHICLE -"
4442,"Traffic","VEHICLE ACCIDENT -"
4443,"Traffic","ROAD OBSTRUCTION -"
4444,"EMS","RESPIRATORY EMERGENCY"
4445,"Fire","FIRE ALARM"
4446,"Fire","FIRE ALARM"
4447,"Traffic","VEHICLE ACCIDENT -"
4448,"EMS","CVA/STROKE"
4449,"EMS","VEHICLE ACCIDENT"
4450,"Traffic","VEHICLE ACCIDENT -"
4451,"Traffic","VEHICLE ACCIDENT -"
4452,"Traffic","VEHICLE ACCIDENT -"
4453,"EMS","SEIZURES"
4454,"Fire","FIRE INVESTIGATION"
4455,"Traffic","VEHICLE ACCIDENT -"
4456,"Traffic","DISABLED VEHICLE -"
4457,"Traffic","DISABLED VEHICLE -"
4458,"Traffic","VEHICLE ACCIDENT -"
4459,"EMS","CARDIAC EMERGENCY"
4460,"EMS","EYE INJURY"
4461,"Traffic","DISABLED VEHICLE -"
4462,"Fire","GAS-ODOR/LEAK"
4463,"EMS","HEMORRHAGING"
4464,"Traffic","ROAD OBSTRUCTION -"
4465,"EMS","SEIZURES"
4466,"Fire","FIRE ALARM"
4467,"Traffic","VEHICLE ACCIDENT -"
4468,"Traffic","DISABLED VEHICLE -"
4469,"Traffic","VEHICLE ACCIDENT -"
4470,"EMS","VEHICLE ACCIDENT"
4471,"Traffic","VEHICLE ACCIDENT -"
4472,"EMS","RESPIRATORY EMERGENCY"
4473,"EMS","RESPIRATORY EMERGENCY"
4474,"Traffic","DISABLED VEHICLE -"
4475,"Traffic","VEHICLE ACCIDENT -"
4476,"EMS","CVA/STROKE"
4477,"Traffic","DISABLED VEHICLE -"
4478,"EMS","FALL VICTIM"
4479,"Traffic","VEHICLE ACCIDENT -"
4480,"Fire","FIRE ALARM"
4481,"EMS","DIABETIC EMERGENCY"
4482,"Traffic","VEHICLE ACCIDENT -"
4483,"Traffic","VEHICLE ACCIDENT -"
4484,"Traffic","ROAD OBSTRUCTION -"
4485,"Fire","FIRE ALARM"
4486,"EMS","RESPIRATORY EMERGENCY"
4487,"EMS","CARDIAC EMERGENCY"
4488,"Traffic","VEHICLE ACCIDENT -"
4489,"EMS","FALL VICTIM"
4490,"Traffic","DISABLED VEHICLE -"
4491,"Traffic","VEHICLE ACCIDENT -"
4492,"Traffic","HAZARDOUS ROAD CONDITIONS -"
4493,"Traffic","HAZARDOUS ROAD CONDITIONS -"
4494,"EMS","CARDIAC EMERGENCY"
4495,"Traffic","ROAD OBSTRUCTION -"
4496,"Traffic","DISABLED VEHICLE -"
4497,"Fire","ELECTRICAL FIRE OUTSIDE"
4498,"EMS","UNKNOWN MEDICAL EMERGENCY"
4499,"EMS","ALLERGIC REACTION"
4500,"EMS","FALL VICTIM"
4501,"EMS","DIZZINESS"
4502,"EMS","RESPIRATORY EMERGENCY"
4503,"Traffic","DISABLED VEHICLE -"
4504,"EMS","SEIZURES"
4505,"Fire","FIRE ALARM"
4506,"Fire","FIRE ALARM"
4507,"Traffic","ROAD OBSTRUCTION -"
4508,"EMS","HEAD INJURY"
4509,"EMS","ABDOMINAL PAINS"
4510,"Traffic","ROAD OBSTRUCTION -"
4511,"Fire","CARBON MONOXIDE DETECTOR"
4512,"EMS","RESPIRATORY EMERGENCY"
4513,"EMS","ASSAULT VICTIM"
4514,"Fire","FIRE INVESTIGATION"
4515,"Traffic","DISABLED VEHICLE -"
4516,"EMS","BACK PAINS/INJURY"
4517,"EMS","RESPIRATORY EMERGENCY"
4518,"Traffic","ROAD OBSTRUCTION -"
4519,"EMS","RESPIRATORY EMERGENCY"
4520,"Fire","FIRE POLICE NEEDED"
4521,"Traffic","VEHICLE ACCIDENT -"
4522,"Traffic","VEHICLE ACCIDENT -"
4523,"Fire","FIRE ALARM"
4524,"EMS","SEIZURES"
4525,"EMS","RESPIRATORY EMERGENCY"
4526,"EMS","ABDOMINAL PAINS"
4527,"EMS","MEDICAL ALERT ALARM"
4528,"Fire","FIRE SPECIAL SERVICE"
4529,"Traffic","ROAD OBSTRUCTION -"
4530,"Traffic","ROAD OBSTRUCTION -"
4531,"EMS","NAUSEA/VOMITING"
4532,"Traffic","VEHICLE ACCIDENT -"
4533,"EMS","CARDIAC EMERGENCY"
4534,"EMS","SYNCOPAL EPISODE"
4535,"EMS","HEAD INJURY"
4536,"EMS","ALTERED MENTAL STATUS"
4537,"Traffic","VEHICLE ACCIDENT -"
4538,"EMS","FALL VICTIM"
4539,"Fire","FIRE ALARM"
4540,"Traffic","VEHICLE ACCIDENT -"
4541,"EMS","RESPIRATORY EMERGENCY"
4542,"EMS","CARDIAC EMERGENCY"
4543,"EMS","CARDIAC EMERGENCY"
4544,"Fire","FIRE SPECIAL SERVICE"
4545,"EMS","VEHICLE FIRE"
4546,"Fire","VEHICLE FIRE"
4547,"Traffic","VEHICLE ACCIDENT -"
4548,"Traffic","VEHICLE FIRE -"
4549,"Fire","FIRE ALARM"
4550,"EMS","SUBJECT IN PAIN"
4551,"Traffic","ROAD OBSTRUCTION -"
4552,"EMS","HEAD INJURY"
4553,"Fire","BUILDING FIRE"
4554,"Fire","FIRE ALARM"
4555,"Traffic","HAZARDOUS ROAD CONDITIONS -"
4556,"EMS","FALL VICTIM"
